Number of parameters: 7
Number of responses: 0
index                     perm4                  perm5                  perm6                  perm7                  perm8                  perm9                  kmult
183       6.757447998423108e-15  8.423299361993733e-15  3.538010223350634e-15  2.232351853620257e-15  6.041973631327897e-15   1.93267771726855e-15     0.7170638726250598
184       3.470575515851051e-15  4.200828868435682e-16  2.071890087051789e-15  3.702482806371735e-15  4.544825128029169e-15  8.140094317800018e-15     0.7489401796145245
185       4.983750878279925e-15  7.987384769132389e-15  7.156437697406084e-15   1.35305948419528e-15  9.547098439973985e-15  4.023746447398623e-15      1.678563231427854
186       4.368029948864922e-15  8.764907891251142e-15  1.407370255399809e-15  2.551010733836501e-15  9.178082258074431e-15  8.866111154866031e-15      1.637408379049295
187       8.155426155247634e-15  9.584156492454294e-15  9.523230005366188e-15  7.122414123245752e-15  5.850735033402599e-15  2.492877966398046e-15      1.996135204000745
188        7.31966658625392e-16  3.563841582024431e-15  1.547344216960969e-15  7.264221345616214e-15  3.170382300169194e-15  6.068840849960954e-15      1.826207543941884
189       4.942905430684956e-15   3.33011276796215e-15  9.707943281405963e-15  4.471534975887693e-15  7.464272333351385e-15  5.170520396310644e-15     0.9988930785046229
190       1.667125458785125e-15   6.67712597180626e-15  4.045507076013467e-15  4.598684781455492e-15  6.639503057662768e-15  5.730443423416694e-16      1.164111443490544
191       7.649516724602875e-15  9.024704769916199e-15  4.747541197340377e-15   1.78725298152566e-15   7.27310584281412e-15  6.146461188232842e-15     0.6732017638508954
192       4.418622623913187e-15  9.432135743217438e-15  6.446452252917232e-15  5.264741785762112e-15  3.498743946314419e-15  5.666403511712786e-15      1.081058039034794
193       4.653387783346963e-15  7.647308632490389e-15  8.289679748769951e-15  1.533138049699352e-15  6.964109900708268e-15  6.534817130356186e-15     0.8244750661664348
194       8.688827183270982e-15  7.882535645372914e-15  1.178635517337348e-15  4.107103549975438e-15  9.837185112762751e-15  5.917112795365034e-15       1.77088216676471
195       9.672850065028084e-15   7.95801972521208e-15  9.214566482540619e-15  2.853951554368672e-15  3.180737172918724e-15  6.341233570006891e-15       1.67442509393088
196       5.521039337685836e-15  4.374175966950376e-16  9.441158897150114e-15   7.69551241879404e-15  1.929571585926908e-15  3.693912743287789e-15      1.153612607371207
197       4.651995979006676e-16  3.893920989114688e-16  3.159628386909874e-15  4.076999808626533e-15  6.109298008129399e-15  4.118010078337836e-15      1.681127734068637
198       3.144040896653501e-15  8.360220806675435e-15  7.623194711430532e-15  4.967841437574947e-15  2.396960280553044e-15  8.169143217213126e-15     0.6771653507264521
199       8.314888812399276e-15  2.319499500036926e-15  1.227702760709826e-15  1.855974740941932e-16  6.890142007914097e-16  7.131138551395977e-15      1.367954893410369
200       1.721761693253938e-15  5.399481018995271e-15   2.52858563581476e-15  3.192885326980432e-15   3.87080540317045e-16  7.381481529346357e-15      1.636721896163152
201       3.324413635711859e-15  5.470409713532703e-15  2.661007709015814e-15  1.063407036509579e-15  9.493607956859961e-15  5.746481768436745e-15      1.835840509667105
202        2.54242276710417e-15  2.728632665626107e-15  6.886774339268407e-15   9.59192096025793e-15  1.101293885821681e-15  3.316218830950248e-15     0.9854054964552932
203        3.81859157786251e-15   2.11977125420175e-15  5.196305611979565e-15  3.612319199556014e-15  8.307387739194423e-15  5.855915918923427e-15     0.5429085123872657
204       2.798231716571328e-15  4.212996114625484e-15  5.326967021508981e-15  3.937154282867231e-15  6.093466984719253e-15  9.313147357971032e-15      1.496712323162484
205       6.490344692259674e-15  6.340088385507473e-15  1.832543532474936e-15  4.501977073691526e-15   1.30264630607944e-15  3.537542213096288e-15     0.9301155339713167
206       3.090518890265439e-15  4.687531712504556e-16  7.004928096814698e-15  6.616625165938384e-15  3.850081962351853e-15  5.850410787214532e-16      0.670771277316036
207       4.510136857279608e-15  2.322526899389891e-15  6.554134098081015e-15  5.079067351174371e-15   4.65958771573497e-15  4.283187623533968e-15        1.0219903692524
208       7.435191756571258e-15  5.657678120574913e-15  3.276330766914387e-15  5.238559298215963e-15  5.922335350240286e-15  9.000557239678396e-15      1.529126376589751
209       5.089733686300646e-15  9.209360826507327e-15  1.269969018301328e-15  9.670296646082666e-16  9.364168481180009e-15  2.443149240935058e-15      1.526794659721439
210       2.742378182740797e-15   3.99934539471773e-15   5.33904527528475e-16  3.451968651451621e-15  5.238746213688486e-15  3.277664678347901e-15      1.076923190506406
211       9.966122418362878e-15  6.226970635155542e-15  9.574844845821966e-15  7.924122781469437e-15  7.959344795613225e-15  8.662611701683796e-15      1.398909753883968
212       7.950334328297657e-15  1.410052290901035e-16  9.600335599894295e-15  6.837313134242674e-15  2.031750727929772e-15  7.588057776707501e-15      1.713573461193721
213       8.182428970401738e-15  4.530616276961802e-15  5.206036143613868e-15  8.932652170062792e-15  6.605149458060382e-16  6.467114179066662e-15       1.29041454163347
214       9.114980355441141e-15  1.242096008258261e-15  1.770604258029833e-15  6.894633042009098e-15  9.019714268838574e-15  4.266894691813671e-15      1.736143763926262
215       6.725990005747874e-15  4.433634363795143e-15  4.633336961518634e-15  6.704555785144633e-15  4.615392599150954e-15  5.925020643367392e-15      1.960011427129169
216       8.989315677570089e-15  7.913585419362704e-15  5.991245739607521e-16  5.927299845829692e-15  6.217323055248827e-15  6.918609539689412e-15      1.325881275546943
217       8.751766935826684e-15  7.685964945996136e-15  6.819660854144417e-15  5.784744424406094e-15  7.894853478453042e-15  7.506102038227798e-15     0.6167073810093442
218       2.254646529599845e-15  7.261259650853863e-17  8.510232262295775e-16  9.858680902986048e-15  3.934069853522062e-15  9.899283135009086e-15       1.33747342696577
219        1.88302938596635e-15  7.239179173450259e-15  5.926964510433512e-15  1.989197458979694e-15  6.186158413561134e-15  9.684784608513369e-15      1.777370940284326
220       3.029704580017454e-15  6.611681346601006e-15  1.528796053533796e-15  1.717693020012832e-15  1.991557151853083e-15  5.430298455958848e-15      1.895793935498268
221       6.102798631365879e-15   8.81679548254031e-15   4.20336500250433e-15  7.889538027085897e-15   7.32876020783038e-16  5.044295443417769e-15      1.063048666413072
222       9.511778875762555e-15  8.255547289849682e-15  9.465352864080088e-15  6.584328720627654e-15  2.420503448899148e-15  7.209244117988426e-15      1.093163472078188
223       7.338041985652842e-15  3.542684586341489e-15   6.58352823960538e-15  7.174974398633563e-15  8.832135441976121e-15  3.908342701942109e-15     0.5079620599158935
224       3.709586773619541e-15  5.613581285916954e-15  9.333441614554986e-15  2.482268689422429e-15  3.274906176933318e-15  1.801690760511576e-15      1.810620696141709
225        2.20886110115137e-15  9.365017706707012e-15  3.165026379902834e-15   1.82737862762758e-15  8.470732326408062e-15  4.560036955674501e-15      1.336050606143474
226       7.577647512952266e-15  4.509967031981965e-15  8.139738684162103e-15  9.659011696399288e-15  6.138724681247585e-15  3.371342300562626e-15      1.617144696774842
227       5.513126876911558e-15  5.263104248973059e-15  1.848434768849237e-15  8.319269586876633e-15  5.213420982726762e-15  2.627552628536865e-15      1.119026007076137
228       3.965185001515097e-15  6.816317546642598e-15  8.078977248061641e-15  3.424972806397515e-15   2.65237122673902e-15  2.505870799608248e-15      1.538438541620849
229       2.707615119160838e-15  8.002673147113956e-15  4.402160769933394e-15  9.602043896961427e-15   5.43831090577071e-15  2.067771453302503e-16      1.904647766299583
230       9.055832240021005e-15  5.018725129207274e-16  5.822994109540064e-15  3.227802487828804e-15  8.723824937517829e-15  6.059159050096689e-15     0.6942738786005094
231       2.629741736258738e-15  4.741924577534753e-15  3.587656035413302e-15  6.740623213468419e-15  6.562840985415412e-15   1.11938260444746e-16      1.241037184686068
232       2.236411902306437e-15  6.821922211769293e-15  5.257828068178254e-15  7.778788953198196e-15   6.50618101732787e-15  8.742146084997795e-15       1.80318545476862
233        1.02285971784088e-15  6.925091480277081e-15  9.242696160137553e-15   4.18465917244226e-15  3.995356659115734e-15  2.211932105039096e-15      1.111838345133226
234       5.871172759847509e-15  1.717447238337816e-15  1.491128118734293e-15  1.283285460462106e-15   4.09945629856978e-15  2.935474217975623e-15     0.9950546771203652
235       4.222306563885448e-15  3.200231749308657e-15  9.012148531998786e-15  9.220240904537905e-15  9.211915976615045e-15  6.777684708128089e-15       1.84900080751431
236       6.793529366390983e-15  5.985166345875079e-15  3.473111623576791e-15  6.159208292607264e-15  2.856235231538693e-15  5.953395703698661e-15      1.323513963417141
237       4.864202885695739e-15  9.134701316066066e-15  6.834194162552581e-15  2.466518736179432e-15  3.421380942757279e-15  3.091527272388433e-16      1.948653086861177
238        2.27748673589607e-15   5.54963570932789e-15  1.288390916804864e-15  7.112310168740634e-15  9.809937856910978e-15  8.489581456793697e-15     0.9143268339630162
239       5.765194318933194e-15  4.114505074248541e-15  2.413636275885759e-15  2.526159643581847e-15  7.611532342247978e-15  6.820368015799354e-15     0.5123738928463392
240       7.969025041475115e-15  3.413384067600335e-15  6.911234484903978e-16  7.870538834717915e-15  9.060166282917952e-15  5.891604444699433e-15      1.859476654030242
241       7.889086643323134e-15  7.543644815784107e-15  4.164705395520504e-15  9.701760117153545e-15  6.173195321124204e-15  2.830204707447248e-15      1.541831639077399
242         1.5900052277854e-15   6.30914996918582e-15  1.068890041064805e-15  5.564282720665885e-15  1.461015893604219e-15  3.604010038004163e-15      1.731804252145103
243       7.787213932674184e-15  4.805297096974637e-15  6.732151391019068e-15  8.660850974183081e-15   7.38212789415109e-15  4.803264081609433e-15      0.772158335041123
244       8.849839629309067e-15  6.553438592173842e-15  4.388677710343337e-15  3.153439337819417e-15  1.037071891210532e-15  8.727397987088423e-15     0.7973145689226993
245        9.43367559855463e-15  4.600227217934892e-15  1.607213401296462e-16  3.765796902641047e-15  9.655978952050806e-15  3.765325124027991e-15      1.106353535585546
246       8.640805655422092e-15  8.164343988765234e-15  1.881080877718522e-15  4.976634820768881e-16  5.877642876314694e-15  3.754750542377566e-15      1.393400975102223
247       5.887987383752741e-15  6.536945941279055e-15  2.099177794085367e-15  2.041719144981425e-15  8.429281991331602e-15  7.845466543691416e-15      1.659786605116427
248       1.605845683989749e-15  6.715703404865334e-15  1.897526351634225e-16  2.110626316603652e-15  9.597702772599074e-15  4.219408028846605e-15       1.07225430959074
249       9.929755208103757e-15  1.830589273957079e-15   6.12266226788932e-15  9.880202928134921e-15  5.598297774833674e-15  6.421671244165709e-15      1.871613834565459
250        6.61162758399733e-15  7.293626673179308e-15   2.28020449412132e-15  2.443435921254932e-15  5.668310349091153e-15  3.712979005037357e-15      1.134826114694893
251       1.185519493137768e-15  3.445055808780821e-15  8.853271962699585e-15  1.010901579167823e-15  1.872960664875885e-15  8.796889415704686e-15      1.783661884950021
252        7.05722060530304e-17  3.484968880614281e-15  5.646050187634484e-15  8.154874861801681e-15  1.770185024650766e-16  8.112593985214242e-15      0.745276861118279
253       7.319911387222898e-15  7.773649972948373e-15  7.455724932471438e-15  7.975053806520833e-15  4.750501598481571e-15  2.241214921310959e-16      1.232522808948635
254       3.048771822783581e-15  3.780318410068901e-15  4.026810580021218e-15  2.098750970559972e-15  4.210661200509463e-15   1.83005465681374e-16       1.37713531758646
255       4.852676371950827e-15   3.00611596164565e-15   6.03935479749694e-15  5.885483955126114e-15  1.086606992902733e-15  4.410381946056906e-15     0.5320910651769613
256       9.172586126698543e-15  9.167960571180806e-15  2.612036331682798e-15   4.56073223753556e-15  3.338695926337577e-15  1.683235829433239e-15      1.432167176904678
257       5.464400748425272e-15  8.224620335596595e-16  8.374609061735459e-15  4.299085263098666e-15  2.483802101240713e-16  4.336221166863487e-15      1.132325125685737
258        9.49832245556047e-15  9.806925887831541e-15  2.907814357845499e-15  2.658983540897699e-15  5.534478236975426e-15  1.225223763785624e-15      1.555244572276532
259        3.23517352415311e-15  4.908061429148033e-15  2.810563853678502e-15  8.023597173636831e-15  6.532247410394365e-15  6.261302148178433e-15     0.5213317070941715
260       7.981074856662419e-16  8.908002319258094e-15  4.325182116839232e-15  8.414606867487503e-15  6.708910493421583e-15  7.305683161496618e-15      1.926256434974669
261       6.551215145542123e-15  4.464428013390912e-16   2.00594059882103e-15   7.29191644298152e-17  5.394410806870466e-15  8.981852433125122e-15      1.844147100178995
262       2.518358772420472e-15  8.336168384165887e-15  6.634465479309284e-15  2.192059671048244e-15  6.038258323891135e-15  8.975979773306788e-15      1.250811812541285
263       3.387361984614466e-15   4.33072535887489e-15  2.056544490117578e-15   6.45578625934347e-15  7.556175371023538e-16  4.221350011517168e-15      1.565867019731487
264        1.80695537339619e-15  4.237899316543298e-15   7.99443898660762e-15  6.848593835074254e-15   5.79387514287745e-15   1.88543280450001e-15      0.812052511861963
265       7.669815632304364e-15  2.934923105353479e-16   8.86202319335405e-15  1.089883659070925e-15  1.494073710403128e-15  7.113355524649664e-15      1.756048752506596
266       2.526226858052369e-15  5.569838996287568e-15  6.407011583890287e-15  2.160434401187328e-15  3.435337877394376e-17  4.091597224142662e-15      1.113729738716516
267       8.944027788721613e-15  1.894793027820605e-15  3.917153040911223e-15  7.503212440776905e-15  5.023325448989197e-15  4.856238470090231e-15     0.7773080936885229
268       6.857127566130711e-15  8.931355518007429e-15  7.962349704194686e-15  2.955856734315313e-15  4.293829041571453e-15  8.161066986239332e-16     0.6283972682837458
269       2.879190193545787e-15  5.111583086252607e-15  5.798970006717098e-15  6.920069302594407e-15  9.353602848502157e-15  1.304993598627892e-15     0.7890535895406281
270       6.431161763164915e-15  9.740690333603441e-15  4.814627999164467e-16  8.366593640137501e-16  7.854766950649729e-15  2.954592993941636e-15     0.8819475763907503
271       8.791909269951491e-15  1.084514314522711e-15  9.129192078482538e-15  5.336574244020752e-15  4.458262784611022e-15  8.951465409308497e-15      1.261136553045391
272       2.017514112078112e-16  9.397388245720108e-15   6.70573746534537e-15   7.18903649350272e-15  8.014476937286688e-15  5.390519714398542e-15      1.424636820588601
273       8.586768968684006e-15  8.475688707006717e-15  4.566371039253319e-15  1.438115276332979e-15  2.343576751283615e-15  3.433157627577595e-15        1.9505737798887
274        1.36710243281923e-15  6.484624244301141e-16  8.016816815250045e-15  5.384460895217493e-15  9.315934430152378e-15  3.857494080835295e-16      1.347994405536638
275       9.654921313815379e-15  8.262611337090822e-15  7.689602630263704e-15  2.212114699449959e-16  2.665299494443449e-15  4.364741998073396e-15      1.049112278288182
276       2.143530201246458e-15  5.598411147269739e-15  9.630654560663711e-15  7.360298679147252e-15  9.626803951591489e-15  7.425040817658801e-15     0.8609876704619701
277       7.502503825378946e-15  3.959455464058355e-15  8.099550513396259e-16  4.002514594401567e-16  9.927976266499589e-17  8.386114215886375e-15     0.8085981657249209
278       1.340772279731531e-15  7.728548678997651e-15  3.741149217847906e-15  1.958753873922943e-15  6.772534390376845e-15  4.664028012996777e-15     0.9640019810669649
279       2.819114825666386e-15  5.847918219709586e-15  4.607159223134655e-15  7.583521970662242e-15  6.915866845777733e-15  6.221563944117109e-15      1.033636365451025
280       5.486667292152944e-15  2.450441193016184e-15  6.537598652668997e-15  6.647796295799271e-15  6.692776021036501e-15  2.574948392420898e-15      1.116290407421848
281       5.012788762733714e-15  7.742637185547092e-15  4.375268957774402e-15  9.054165991310136e-15  4.570801096468201e-15  8.827732178202664e-16      1.044908741166079
282       7.112185948656187e-15  2.514089056568246e-16  9.283667091649518e-15  7.833736331547893e-15  6.653343708323624e-15  8.081734013516802e-15      1.720722626356374
283       6.515112047252792e-15  6.017597369303621e-15  9.048005769615038e-15  4.532591614824151e-16  1.216582341542465e-15  5.129540161489825e-15     0.6501928830809764
284       2.600739274972585e-15  2.640869311227607e-15  6.665954172695516e-17  8.623055285958405e-15  8.888712014731244e-15  9.542663680418057e-15       1.46631450691783
285       9.917462241836973e-15  7.459179136088531e-15  8.744019042641554e-15  8.985500214549369e-15  2.070486657040161e-15  7.495834551551871e-15     0.7394831321624322
286       9.714419741205038e-16  4.078293600140239e-15  9.417619685425325e-15  9.476859640866977e-15  7.361520936954155e-15  3.144579484212451e-15     0.8304955357836528
287       7.718557960111463e-15  8.512428386666023e-15  7.433115762932441e-16  3.728466486877677e-15  1.964026486546239e-15  5.346140991569272e-15     0.5820675475426068
288       6.809304168908955e-15   7.58266754571962e-15  7.785920274971955e-15  8.776440602083103e-15  3.861846499856995e-15  5.624663519498773e-15     0.8792327917256011
289       3.885198144348413e-15  7.620893996548024e-15  8.458340047844297e-15  3.000552479245399e-15  8.150874908329136e-15  9.471143948424527e-15     0.9729668505384934
290        6.32183415064146e-15  1.551359701863122e-15  7.179530187918638e-15  1.570522047950465e-15  9.950275665417122e-15  1.473035222629057e-15       1.10390638844501
291       7.067721191183399e-16  6.624572829250811e-16  3.217280456483167e-15  6.059945521779106e-15  4.945536782074893e-15  1.402747809583932e-15     0.7343945971973501
292       5.598531276774444e-15  9.448555212214798e-15  6.111635669184797e-15  7.957810986939576e-15  3.777277034679141e-15  3.337046670997735e-15     0.6049783640771437
293       3.199479915604448e-15  8.105538136220395e-15  7.413220900134606e-15  1.587842798237901e-15  9.330038708451217e-15  2.475189522047773e-15      1.578621380324047
294       8.423827195684252e-15  4.486485903972483e-15  4.494528850524145e-15  8.355670910404375e-15  5.883173404611465e-15  6.022384158035067e-15      1.865024870099621
295       7.865094933331293e-15  5.735568286299572e-15  7.767915264246815e-15  7.400425922775643e-15  2.688078290564751e-15  7.716618617221962e-15      1.593659165579984
296       8.348678255971966e-15  8.304530634072892e-15  2.872999013690431e-15  2.728282150770051e-15  4.596855911980846e-15  6.883290213329998e-15     0.8541050748105388
297       5.224635902946628e-15  7.877469766539305e-15  7.257656293430924e-15  5.831951912287758e-15  2.754937030958547e-15  5.413978877787456e-15     0.6764099877853226
298       9.253623663603921e-15  8.898326766443971e-15  3.013710561865774e-15  9.445229121563372e-15  7.874561897057061e-15   9.38985575822894e-15      1.146716240436688
299       7.742915841990065e-15  4.008237814440163e-15  8.957460640084624e-15  9.380215454739376e-15  3.787093900037594e-16   6.11621439925052e-15      0.762478042820909
300       1.256302639884277e-15  6.468759387369379e-15   7.23722708810162e-15  8.457756264105544e-15  2.705458491151588e-15  1.034529750404595e-15     0.9404345079729233
301        7.76701994626547e-16  7.843863504055556e-15  4.796632240237832e-15  8.510297014696487e-15  4.164887193301433e-15  9.744365473425712e-15      1.683503636148632
302       6.309169688436439e-16  3.535941326914317e-16  6.907995068878083e-15  8.295748577704464e-15  5.072894352347081e-15  3.217351637977304e-15      1.390334977392869
303       3.527334500638596e-16  5.036893918540747e-15  5.751527451312864e-15  1.267096173550065e-15  7.582248167191756e-15  2.730570587797202e-15     0.6353650185435914
304       7.072497218120594e-15  5.039801658759045e-17  4.063834240128074e-15  3.651789277227222e-15  4.423406553911899e-15  5.788877678680371e-15     0.6328555020051286
305       7.124056481328993e-15  7.274440423345899e-15  4.551316514324468e-16  2.926070072630363e-15  1.375669707046208e-15  8.585963888171662e-15      1.559780548134167
306       3.407343264637406e-15  1.112461691417998e-15  6.985083289973174e-15  9.073214950394878e-15  5.122701860429823e-16  3.335764524470583e-16     0.8155944941279893
307       8.481227716731246e-15  1.605197590716486e-15  6.512894162454195e-15  3.982012615944413e-15  6.467586293480538e-15  5.012046863321301e-15     0.9275463549822001
308       9.462426237679241e-15  6.379848820134094e-15  4.649599204400125e-15  2.570090121045779e-15  2.154641779836609e-15  6.687603659135553e-15       1.78466138164781
309       5.439824546314225e-15  1.173840825493332e-15  4.307579699547003e-15  4.770951573219964e-15  9.158236489480097e-15   1.56238692551516e-15      1.273901685916329
310       9.378973425027596e-15  6.958627442748943e-15  6.070185778441849e-15  8.657658941595668e-15  7.499141281268505e-15  5.834287747138196e-15      1.640034001190139
311       5.699148456750283e-15   1.30734534013762e-15  5.057516124656999e-15  4.445318368871089e-15  9.469859166006881e-15  9.983803433530017e-15       1.62496914115368
312       2.825787370963396e-15  7.343134902705528e-15   6.77108958349694e-15  7.388685658291634e-15   9.69416488569794e-15  1.002183147457835e-15      1.057624376960565
313       3.908228653852969e-15  7.190246181623075e-15   6.31543290739005e-15  5.059532676412577e-15  9.757773677679186e-15  2.867225057471134e-15     0.7917744401883784
314        6.31676956350283e-15  5.440042118753765e-15  5.401778156425265e-15  8.200137861391585e-15   6.40945472738705e-15  9.331450430480605e-15      0.993901492576751
315       7.366862191781096e-15  1.675952679908192e-15   2.68479075346215e-15  2.063547159565166e-15  1.588814590533632e-15  8.293199260635618e-15      1.303709236802739
316       1.943292670793475e-15   3.60234560290598e-15  8.827062422133096e-15  4.646955276995466e-15   9.87064364460292e-15  1.176197196426459e-15      0.780907349477739
317       6.093403197221907e-15  2.276672082655554e-15  3.668353089159937e-15  2.612831568940866e-15  2.903912765202759e-15  8.347149226401375e-15      1.503396491379039
318       4.775362222183759e-15  3.159762674449198e-15  3.051480014597725e-15  1.755682702115861e-15  5.990827094048503e-15  4.255053308231112e-15      1.202711641094344
319       8.830491270296834e-15  9.474892089567605e-16  1.610044743558613e-15  5.105260478328489e-15  8.844526150113308e-15   1.29404739659871e-15     0.9449576496629989
320       2.122814212987629e-15  4.721874289474184e-15  9.890700976468698e-15  8.425763553322416e-15  6.457430798609994e-15  9.793409216512809e-15     0.7499091506960367
321       7.196278076101108e-15  2.618271149791399e-15  4.257681861173423e-15  7.145980076142329e-15  2.578937075960873e-15  7.027047973501062e-15      0.684469224767791
322       4.242238016064344e-15   3.52195653450406e-15  3.121986840710515e-15  9.868296918380938e-15  3.002084072842567e-15  5.445220887821532e-15     0.5182442241252192
323       7.522917502103131e-15  7.015768407126946e-15  6.954152117014231e-15  2.245531835120557e-15  4.278239700625891e-15  1.388064154397446e-15      1.219052944186078
324       7.541223081936282e-15  4.666236244850191e-15  7.562686268577205e-15  3.136483830363329e-15  6.328477545818958e-15    9.4382299301203e-15      1.128425774368772
325       2.589835459832154e-15  6.695649661515582e-15  4.543627971807188e-15   8.91784112264101e-15  2.774371902624766e-15  1.965406284815924e-15      1.226887531054065
326       8.139348345245019e-15  3.731024758355224e-15  1.726339374354211e-15  3.040250322498408e-15   2.37590188524142e-15  2.176360193986815e-15      1.491592998080989
327       5.576191752220405e-15  8.395791556531451e-15  5.444309594067395e-15  2.364202252601631e-15  7.928703750753246e-15  3.136232712035016e-15      1.268203268341039
328       3.502208017224605e-15  6.975605009022021e-15  2.935810519813018e-15  4.832421943039611e-15  1.945346513979304e-15   3.88937680489355e-15      1.572333979538135
329       4.817205551127126e-15  4.096593329302551e-15  4.349329138553136e-16  5.904206082078631e-15  2.611808576202041e-15   2.59036000164047e-15      1.647226963576216
330       7.495879655968588e-15  7.538266867763005e-15  3.187102705954374e-15  9.517158647864385e-15  9.614154459724012e-15   8.55380420006097e-16     0.7879019896961401
331        2.49967435383079e-15  8.297103579092295e-15  2.757690871524455e-16  5.957025844658624e-15  6.931528258332109e-15   9.06447021392032e-15      1.442603076320732
332       1.073017222306082e-15  2.703552701814544e-15  5.387488741671401e-15  3.881540124716156e-15   7.69733003063598e-17  2.370617804456274e-15     0.9605359168952916
333        8.98986401786488e-16  8.589442154781744e-15  9.531668319228412e-16  7.002263394904458e-15  2.486872365629404e-15  1.903779226535727e-15     0.7691857330322387
334       3.455011397263309e-15  9.936411303155583e-15   4.09863341842313e-15  5.595742958480085e-16  4.014353871096322e-15   9.12585232495073e-15      1.987020739318871
335       7.478428611974698e-15   4.36669098961188e-15   7.42141447375874e-15   1.84638906293247e-15  5.917075507127537e-15  3.563646865641934e-15     0.9877439360171086
336       4.342812497794142e-15  7.831755775592837e-15    7.3223238527198e-15  8.102442494100689e-15   6.49330361902304e-15  4.484011580375662e-15     0.8662264697353841
337       5.194280927043805e-15  8.942364528852778e-15  4.126971793288007e-15  7.711831810396039e-15  8.800409946383738e-15  9.716369834334575e-15      1.854947345765094
338       8.214112863464278e-15  4.266498900088413e-15    9.5816797019289e-15   4.00532194086315e-15  8.330377725754913e-15  3.822418603507837e-15      1.279096176756726
339       1.621081000707236e-15  4.652878412468935e-15  2.657307074516636e-15  2.301214262279672e-15   9.85688711496062e-15  5.144776595830182e-15     0.8694005039579618
340       3.727009032559719e-16  5.818217302454021e-15  5.574461063246091e-15  1.129446640190853e-15  3.688287044320564e-15  8.028569322316057e-15      0.978887749812885
341       8.440354888277627e-15  1.010121446017727e-16  8.986277958963408e-15  9.807281328407053e-15  8.864542737111219e-15  3.982319710404108e-15      1.990205440833692
342       8.388327937059514e-15  3.582111982077893e-15  8.689803786775983e-15  8.971235519506042e-16  6.312281451424754e-15  8.711253691392806e-15      1.856050910297985
343       2.393525472685036e-15  4.623555066113179e-15  8.219411164986894e-15  9.190993119726053e-15  9.264858620396214e-15   1.64257394602813e-15     0.6606489846395358
344       5.217548243298445e-15  4.971272082965642e-15  7.473778870672796e-15  9.095839147813634e-15  9.768963529851119e-15  4.537668252651398e-15      1.488296327965981
345        9.28337394707025e-15  4.131386488906562e-15  9.828429532351513e-15  4.354997228441371e-15   2.50272189498115e-15  9.927036567906072e-15     0.9683838625650704
346       1.991931816800504e-15  4.685813723092685e-15  8.226829739002158e-15  7.170282265378592e-16  7.653741565577337e-15  8.853671733482089e-15      1.465442289426493
347         8.8799759597787e-15  4.080422410002006e-18  7.935243932056437e-15  4.687806188792808e-15  2.629043858844936e-15  3.799289797410443e-15      1.688241564070607
348       4.555085354285584e-15  9.303663781725205e-16  6.665874040841062e-15  4.816773235684118e-15  7.816107871662581e-16  8.071708865957873e-15     0.5015110596457485
349       5.831715903585684e-15  4.346207691247492e-15  4.462545670170646e-15   6.48962517732739e-15   6.29364053271984e-15  4.901223435012767e-15      1.198818182685731
350       3.974854024163626e-16  1.743464630795955e-15  8.839449871231593e-16  5.400322806738179e-15   4.82791070384937e-15  3.725949027304479e-16      1.354971142139388
351       6.186685254955345e-15  6.651734673892808e-15  9.834924568899763e-16  6.092733315216964e-15  3.441147022649813e-15  9.570145070188752e-15      1.434190726765014
352       3.214857689946279e-15  5.226656489500817e-15  3.370380929677271e-15  1.390055626869202e-15  8.302876846146354e-16  1.321793078288767e-15      1.665676432399325
353       1.630582425568531e-16  7.782645097110374e-15  1.083171845834938e-15  5.664224968728846e-15  1.163895535205271e-15  5.564886044170016e-15       1.95301291919612
354        8.27050745496231e-15  6.906285889929846e-15  8.099034242921016e-15  6.130919655416961e-15  5.464876602387284e-15  7.867719319808104e-16     0.6660266590965742
355       8.669124583449696e-15  9.790189789108305e-15  8.975815695003332e-15  4.540595255245123e-15  4.686067855366594e-15  2.601621670385751e-15      1.891336825469652
356       6.656884881659931e-15  3.212241998295331e-16  1.901292715721262e-15   6.53696486272998e-16  1.246176112690918e-15  8.899545469094598e-15      1.931137691662013
357       4.487440718187045e-15  1.996148485205091e-15  1.370445067128271e-15  7.457390029557097e-15  3.668722071617694e-15  1.831947425235806e-15      1.149978236011764
358       8.007312047857186e-15  1.922395543202505e-15  3.082381687386905e-15  6.254021962289553e-15  4.716452274056323e-15  9.831778716261027e-15      1.742679908042532
359       9.531436849100448e-15  4.595132453052123e-15  3.852465745281107e-15  3.309169771235798e-15  9.920703354265882e-15  2.439462165010618e-15     0.6554669168694741
360       5.813521827304508e-15  5.338341010090566e-15  6.614924984501217e-15  7.572105203739978e-15  1.542133364251078e-15  2.716883372983357e-15     0.7737917768782376
361       4.634570154024179e-15  1.774482038240216e-15  4.194287393541831e-15  3.562119146923355e-15  4.627705055107506e-15  8.925863944597063e-15       1.76897705925022
362       4.834292776226644e-15  1.131497958095898e-15  8.103092691437944e-15  3.999894325156608e-17  3.789889827978476e-15  7.763753949964933e-15     0.7655601088170744
363       8.173888298160916e-15   2.52403515125978e-15  6.475517964584034e-15  5.342777986119338e-15    8.7993144710898e-15  1.628394882510488e-15      1.910316411102635
364        6.02923228084542e-15  2.050707681713603e-15  1.429228918160459e-15  6.434791856050295e-15  5.490862315724888e-15  5.306510128357398e-16     0.8483037328685701
